id,wine,price,rating,body,acidity,num_reviews
457,Pago Garduna,71.85,4.5,4.0,3.0,186
458,Belondrade y Lurton,38.9,4.5,3.0,3.0,184
459,Toro,54.09,4.5,5.0,3.0,178
460,La Cueva del Contador Rioja,67.9,4.5,4.0,3.0,174
461,Finca el Bosque,80.95,4.5,4.0,3.0,173
462,Solera 1830 Pedro Ximenez,114.5,4.5,5.0,1.0,171
463,Que Bonito Cacareaba Blanco,50.34,4.5,3.0,3.0,170
464,5o Ano Ribera del Duero Tinto,57.96,4.5,5.0,3.0,165
465,Baron de Chirel Rioja Reserva,73.62,4.5,4.0,3.0,163
466,Capitel,144.78,4.5,3.0,3.0,162
467,Turo d'en Mota,90.0,4.5,2.0,3.0,161
468,Amancio,89.95,4.5,4.0,3.0,156
469,Regina Vides Ribera del Duero,92.8,4.5,5.0,3.0,154
470,Emeritvs (Emeritus),48.9,4.5,4.0,3.0,147
471,Regina Vides Ribera del Duero,70.55,4.5,5.0,3.0,144
472,Turo d'en Mota,110.0,4.5,2.0,3.0,142
473,Cami Pesseroles,139.3,4.5,4.0,3.0,141
474,Reserva,59.8,4.5,5.0,3.0,141
475,Amancio,75.0,4.5,4.0,3.0,140
476,Finca Los Hoyales Ribera del Duero,57.0,4.5,5.0,3.0,140
477,Vina El Pison,253.47,4.5,4.0,2.0,137
478,Blanco,49.95,4.5,,,134
479,Pesus Ribera del Duero,298.0,4.5,5.0,3.0,134
480,Pago Garduna,73.6,4.5,4.0,3.0,132
481,La Basseta,58.0,4.5,4.0,3.0,132
482,Territorio Luthier Reserva,54.0,4.5,5.0,3.0,128
483,Ribera del Duero,78.38,4.5,5.0,3.0,128
484,Valbuena 5o,228.63,4.5,5.0,3.0,126
485,Son Negre,228.9,4.5,4.0,3.0,121
486,Clos de L'Obac,81.3,4.5,4.0,3.0,121
487,Vinas Viejas de Soria Ribera Del Duero,165.0,4.5,5.0,3.0,117
488,Pago de Santa Cruz Gran Reserva Ribera del Duero,54.9,4.5,5.0,3.0,115
489,As Sortes Val do Bibei Godello,55.0,4.5,,,115
490,Cami Pesseroles,131.85,4.5,4.0,3.0,113
491,Parcela El Picon Tinto,148.39,4.5,5.0,3.0,113
492,Tinto,39.0,4.5,5.0,3.0,110
493,Seleccion Rioja,67.1,4.5,4.0,3.0,107
494,Millenium Reserva,199.45,4.5,5.0,3.0,106
495,Acediano,52.0,4.5,5.0,3.0,104
496,Gaudium,34.9,4.5,4.0,3.0,104
497,Vinas Viejas de Soria Ribera Del Duero,75.81,4.5,5.0,3.0,103
498,Finca el Bosque,84.36,4.5,4.0,3.0,103
499,Pico de Luyas,47.95,4.5,5.0,3.0,103
500,Grandes Anadas Rioja,391.65,4.5,4.0,3.0,103
501,Bruto,32.5,4.5,5.0,3.0,104
502,Aro,198.0,4.5,4.0,3.0,102
503,Mas Via Gran Reserva Brut,40.33,4.5,2.0,3.0,102
504,Les Aubaguetes Priorat,302.5,4.5,4.0,3.0,99
505,La Mula de la Quietud,62.0,4.5,5.0,3.0,99
506,Navarra Coleccion 125 Blanco,49.1,4.5,4.0,3.0,97
507,Dalmau Rioja,75.0,4.5,4.0,3.0,97
508,Chardonnay Uno,200.13,4.5,4.0,3.0,96
509,Don PX Vieja Cosecha,113.0,4.5,5.0,1.0,95
510,Ribas de Cabrera,68.4059721390231,4.5,4.0,3.0,94
511,Cenit,37.5,4.5,4.0,2.0,92
512,El Carretil,165.0,4.5,4.0,2.0,88
513,Quinon de Valmira,415.0,4.5,4.0,3.0,88
514,Acediano,74.0,4.5,5.0,3.0,87
515,Mas del Serral,192.16,4.5,2.0,3.0,82
516,Estrats,59.82,4.5,4.0,3.0,81
517,Son Negre,164.9,4.5,4.0,3.0,81
518,Fino Imperial Amontillado 30 Anos,94.9,4.5,4.0,3.0,81
519,Coliseo Amontillado VORS,199.0,4.5,4.0,3.0,81
520,Finca el Bosque,85.95,4.5,4.0,3.0,81
521,Grans Muralles,125.05,4.5,4.0,3.0,81
522,Malleolus de Valderramiro,85.55,4.5,5.0,3.0,82
523,Contador Rioja,317.75,4.5,4.0,3.0,80
524,Tinto,35.0,4.5,5.0,3.0,79
525,Vina Tondonia Gran Reserva Blanco,274.95,4.5,3.0,3.0,78
526,Cami Pesseroles,82.55,4.5,4.0,3.0,78
527,Priorat,63.9,4.5,4.0,3.0,76
528,8000,29.95,4.5,5.0,3.0,75
529,Pesus Ribera del Duero,312.6,4.5,5.0,3.0,75
530,La Basseta,58.95,4.5,4.0,3.0,75
531,La Poza de Ballesteros,99.35,4.5,4.0,2.0,74
532,Mironia Black Edition Tempranillo,49.5,4.5,5.0,3.0,73
533,La Creu Alta,234.98,4.5,4.0,3.0,73
534,Miserere,78.5,4.5,4.0,3.0,74
535,Prado Enea Gran Reserva,56.95,4.5,4.0,3.0,72
536,Alma Tobia Rioja,40.0,4.5,4.0,3.0,72
537,Tm,100.0,4.5,4.0,2.0,71
538,Doix,79.9,4.5,4.0,3.0,71
539,Tinto,63.5,4.5,5.0,3.0,70
540,La Loma,38.9,4.5,4.0,3.0,69
541,Nebro Ribera del Duero,154.5,4.5,5.0,3.0,69
542,Priorat,374.66,4.5,4.0,3.0,69
543,El Carretil,143.51,4.5,4.0,2.0,66
544,El Canto del Angel,59.95,4.5,5.0,3.0,66
545,Grandes Anadas Rioja,467.65,4.5,4.0,3.0,66
546,Rioja Blanco Reserva,65.5,4.5,3.0,3.0,66
547,Gran Reserva,88.5,4.5,4.0,3.0,65
548,Cayetano del Pino Viejisimo Palo Cortado,25.92,4.5,4.0,3.0,61
549,Calvario Rioja,95.0,4.5,4.0,3.0,61
550,Gran Reserva Penas Aladas,559.02,4.5,5.0,3.0,61
551,Cami Pesseroles,115.85,4.5,4.0,3.0,60
552,Unico,976.83,4.5,5.0,3.0,60
553,Gratallops Partida Bellvisos,266.81,4.5,4.0,3.0,59
554,Coleccion Privada,26.9,4.5,4.0,3.0,59
555,Finca El Canto,89.66,4.5,4.0,2.0,58
556,Finca Cascorrales,64.3,4.5,5.0,3.0,57
557,Rioja Gran Reserva 904,190.0,4.5,4.0,3.0,57
558,AAA,141.2,4.5,4.0,3.0,56
559,Tinto,32.0,4.5,5.0,3.0,55
560,Rioja Gran Reserva,61.0,4.5,4.0,3.0,54
561,Gran Reserva,140.0,4.5,4.0,3.0,54
562,Marques de Poley Amontillado Seleccion 1951,169.95,4.5,5.0,1.0,53
563,Ribera Del Duero Reserva Premium 6 Anos,49.9,4.5,5.0,3.0,53
564,Reserva Especial,65.9,4.5,4.0,3.0,53
565,Platon Tinto,25.9,4.5,5.0,3.0,52
566,Altos de Las Gateras Monastrell,58.19,4.5,5.0,3.0,51
567,Canta la Perdiz,295.0,4.5,5.0,3.0,51
568,Marques de la Concordia VSG Premium (formerly Hacienda de Susar Rioja),35.5,4.5,4.0,3.0,50
569,Cava Kripta Gran Reserva Brut Nature,53.7,4.5,2.0,3.0,49
570,Alba de Miros Rueda Verdejo,9.9,4.5,3.0,3.0,49
571,Ribera del Duero TSM,40.8333333333333,4.5,5.0,3.0,48
572,Pendon De La Aguilera,299.286840932831,4.5,5.0,3.0,47
573,V2 Tinto,43.6838985,4.5,4.0,3.0,49
574,L'Ermita Velles Vinyes Priorat,1372.14,4.5,4.0,3.0,46
575,Cami Pesseroles,79.55,4.5,4.0,3.0,46
576,Planots Priorat,57.0,4.5,4.0,3.0,46
577,Blanco,14.96,4.5,,,45
578,Celia,60.06,4.5,5.0,3.0,44
579,Ribera del Duero Prestigio Pago de las Solanas,237.0,4.5,5.0,3.0,44
580,Priorat,993.28,4.5,4.0,3.0,43
581,Calmo,71.9,4.5,5.0,3.0,43
582,Gran Reserva,270.0,4.5,4.0,3.0,43
583,Dalmau Rioja,48.5,4.5,4.0,3.0,42
584,Son Negre,200.0,4.5,4.0,3.0,42
585,Confesor Rioja,107.5,4.5,4.0,3.0,42
586,Cartago Paraje de Pozo,77.5,4.5,5.0,3.0,42
587,La Bienquerida,32.9,4.5,3.0,3.0,41
588,Seleccion Especial,93.51,4.5,4.0,3.0,40
589,Saca Unica,96.38,4.5,4.0,3.0,39
590,Taberner No. 1,75.0,4.5,4.0,3.0,38
591,Palomero,44.95,4.5,5.0,3.0,38
592,Grano a Grano,75.0,4.5,4.0,3.0,37
593,Nebro Ribera del Duero,143.38,4.5,5.0,3.0,37
594,Valbuena 5o,195.0,4.5,5.0,3.0,37
595,Petit Verdot,20.15,4.5,4.0,3.0,36
596,La Faraona Bierzo (Corullon),1373.66,4.5,4.0,3.0,36
597,Santa Ana Pedro Ximenez 1861,320.0,4.5,5.0,1.0,36
598,Cuvee Julia Ribera del Duero,157.0,4.5,5.0,3.0,35
599,Don PX Seleccion,295.0,4.5,5.0,1.0,34
600,Garnacha,29.95,4.5,5.0,3.0,33
601,Vina Tondonia Gran Reserva,187.91,4.5,4.0,3.0,33
602,Cami Pesseroles,113.2,4.5,4.0,3.0,32
603,Las Lamas Bierzo (Corullon),120.0,4.5,3.0,3.0,32
604,Finca Garbet,89.9,4.5,4.0,3.0,32
605,200 Monges Rioja Reserva Seleccion Especial,59.25,4.5,4.0,3.0,32
606,Galia Clos Santuy,89.0,4.5,4.0,3.0,32
607,Tomas Esteban,71.3,4.5,5.0,3.0,32
608,Finca Las Comas Verdejo,34.5,4.5,3.0,3.0,32
609,Valbuena 5o,195.0,4.5,5.0,3.0,31
610,Petit Verdot,160.81,4.5,4.0,3.0,31
611,Diables,38.75,4.5,,,31
612,St Antoni de Scala Dei Priorat,75.04,4.5,4.0,3.0,30
613,Anada Palo Cortado 1987,230.0,4.5,4.0,3.0,30
614,Valdegines,40.0,4.5,4.0,2.0,30
615,Priorat,225.0,4.5,4.0,3.0,30
616,Seda de Oro Reserva,69.0,4.5,4.0,3.0,29
617,Grano a Grano Graciano - Garnacha,55.14,4.5,5.0,3.0,29
618,Reserva,90.0,4.5,5.0,3.0,29
619,Carraquintana de Amaren,56.5,4.5,4.0,3.0,29
620,Garnacha Parcela 81 Vinas Viejas,54.9,4.5,4.0,3.0,28
621,Saktih,132.95,4.5,4.0,3.0,28
622,Cava Enoteca Finca de L'Origen Brut Nature,142.0,4.5,2.0,3.0,28
623,Salinas 1237,53.25,4.5,4.0,3.0,28
624,Cabernet Sauvignon,16.9,4.5,4.0,3.0,27
625,Finca La Colina Sauvignon Blanc,13.45,4.5,3.0,3.0,27
626,Dominio del Verso Red Blend,29.5,4.5,,,27
627,Altos R Pigeage Nacido en Barrica Blanco,29.9168517,4.4,,,27
628,Vinyes Altes Porrera,69.0,4.5,,,26
629,La Vinya del Vuit (8),73.0,4.5,,,26
630,Venus de la Figuera,51.5,4.5,,,26
631,Vendetta,38.0,4.5,,,25
632,Ribera del Duero,189.0,4.4,,,6395
633,Toro,39.5,4.4,,,5732
634,Toro,89.9,4.4,,,5614
635,Toro,76.8,4.4,,,5204
636,Rioja Gran Reserva 904,47.5,4.4,,,5109
637,Ribera del Duero Reserva,31.5,4.4,,,4851
638,Rioja Gran Reserva 904,47.95,4.4,,,4625
639,Rioja Gran Reserva 904,47.95,4.4,,,4357
640,Malleolus,38.61,4.4,,,4121
641,Seleccion Especial (Reserva),27.9,4.4,,,3589
642,Ribera del Duero Reserva,37.25,4.4,,,3456
643,Cosecha,37.8,4.4,,,3406
644,Rioja Gran Reserva 904,61.55,4.4,,,3327
645,Prado Enea Gran Reserva,43.95,4.4,,,3197
646,Red,31.95,4.4,,,3095
647,Seleccion Especial,25.5,4.4,,,3093
648,Clio,35.65,4.4,,,3089
649,Flor de Pingus,125.0,4.4,,,2546
650,Flor de Pingus,125.0,4.4,,,2418
651,Vina Ardanza Reserva,23.0,4.4,4.0,3.0,2370
652,Roda I Reserva Rioja,43.5,4.4,4.0,3.0,2228
653,Roda I Reserva Rioja,24.7,4.4,4.0,3.0,2133
654,3er Ano Ribera del Duero Tinto,27.4,4.4,5.0,3.0,2080
655,Ribera del Duero,96.0,4.4,5.0,3.0,2053
656,Macan Clasico,37.52,4.4,4.0,3.0,1993
657,Roda I Reserva Rioja,43.95,4.4,4.0,3.0,1949
658,Alaya Tierra (Old Vines Vieilles Vignes),19.6,4.4,5.0,3.0,1948
659,Castillo Ygay Gran Reserva Especial Tinto,160.0,4.4,4.0,3.0,1943
660,Roda I Reserva Rioja,43.5,4.4,4.0,3.0,1853
661,3er Ano Ribera del Duero Tinto,27.75,4.4,5.0,3.0,1842
662,Cosecha,32.5,4.4,5.0,3.0,1777
663,Red,29.45,4.4,4.0,3.0,1701
664,Tinto,51.526827174062,4.4,5.0,3.0,1561
665,Macan,216.0,4.4,4.0,3.0,1519
666,Ribera del Duero,119.7,4.4,5.0,3.0,1514
667,Torre Muga,66.73,4.4,4.0,3.0,1475
668,Roda I Reserva Rioja,39.95,4.4,4.0,3.0,1463
669,El Viejo,32.01,4.4,5.0,3.0,1438
670,Ribera del Duero Una Cepa I,28.9,4.4,5.0,3.0,1372
671,Tinto,36.0,4.4,5.0,3.0,1339
672,Hacienda Pradolagar,105.12,4.4,4.0,3.0,1326
673,Cava Kripta Gran Reserva Brut Nature,52.5,4.4,2.0,3.0,1269
674,Cosecha,33.31,4.4,5.0,3.0,1266
675,Rioja Reserva,73.65,4.4,4.0,3.0,1255
676,Garnacha,33.95,4.4,5.0,3.0,1226
677,Rioja Reserva,74.0,4.4,4.0,3.0,1172
678,Ribera del Duero,169.0,4.4,5.0,3.0,1166
679,Alaya Tierra (Old Vines Vieilles Vignes),24.8,4.4,5.0,3.0,1158
680,Ribera del Duero,140.840866321332,4.4,5.0,3.0,1121
681,Priorat,175.5,4.4,4.0,3.0,1104
682,200 Monges Rioja Reserva,37.57,4.4,4.0,3.0,1098
683,Reserva Ribera del Duero,26.24,4.4,5.0,3.0,1087
684,Malleolus,28.5,4.4,5.0,3.0,1069
685,VS,178.0,4.4,4.0,2.0,1064
686,Reserva,78.65,4.4,5.0,3.0,1048
687,Flor de Pingus,125.0,4.4,5.0,3.0,1047
688,Roda I Reserva Rioja,35.9,4.4,4.0,3.0,1039
689,Reserva Tinto,35.7,4.4,5.0,3.0,1040
690,Tinto,33.0,4.4,5.0,3.0,1018
691,VS,60.95,4.4,4.0,2.0,995
692,Jumilla Blue Label,21.95,4.4,4.0,3.0,966
693,Palo Cortado Tradicion Vors 30 Years Sherry,82.5,4.4,4.0,3.0,941
694,Reserva,109.9,4.4,5.0,3.0,927
695,San Vicente Rioja,33.5,4.4,4.0,3.0,925
696,Garnacha,38.95,4.4,5.0,3.0,915
697,Triga,34.9,4.4,4.0,3.0,852
698,Gaudium,37.8,4.4,4.0,3.0,827
699,Amontillado Tradicion Vors 30 Years,59.9,4.4,4.0,3.0,825
700,Victorino,38.7,4.4,5.0,3.0,812
701,Priorat,90.0,4.4,4.0,3.0,809
702,Priorat,69.79,4.4,4.0,3.0,799
703,Culmen Reserva Rioja,59.9,4.4,4.0,3.0,798
704,Alaya Tierra (Old Vines Vieilles Vignes),27.39,4.4,5.0,3.0,787
705,Roda I Reserva Rioja,93.0,4.4,4.0,3.0,783
706,Reserva,73.57,4.4,5.0,3.0,778
707,Reserva Privada Rioja,49.67,4.4,4.0,3.0,746
708,Pago Negralada,91.57,4.4,4.0,2.0,726
709,Priorat,90.0,4.4,4.0,3.0,695
710,Baron de Chirel Rioja Reserva,69.95,4.4,4.0,3.0,683
711,Ribera del Duero,190.0,4.4,5.0,3.0,681
712,Baron de Chirel Rioja Reserva,140.0,4.4,4.0,3.0,667
713,Rejon Tempranillo,35.75,4.4,4.0,2.0,664
714,Finca Dofi,52.5,4.4,4.0,3.0,639
715,Priorat,95.0,4.4,4.0,3.0,624
716,Interpretacion,45.15,4.4,5.0,3.0,618
717,Torre Muga,58.2142247461506,4.4,4.0,3.0,617
718,San Vicente Rioja,42.7,4.4,4.0,3.0,609
719,Vendimia,28.7315367295517,4.4,5.0,3.0,581
720,Priorat Vinyes Velles,32.65,4.4,4.0,3.0,575
721,Gaudium,43.86,4.4,4.0,3.0,561
722,Macan Clasico,36.9,4.4,4.0,3.0,560
723,Rioja Reserva,54.83,4.4,4.0,3.0,550
724,Dalmau Rioja,55.33,4.4,4.0,3.0,550
725,Tempranillo Reserva,26.9,4.4,4.0,3.0,542
726,Cream Tradicion Vos 20 Years,57.9,4.4,,,527
727,Millenium Reserva,74.0,4.4,,,527
728,Cosecha,34.35,4.4,,,523
729,Gran Reserva Ribera del Duero,76.3,4.4,,,516
730,Interpretacion,45.3,4.4,,,514
731,Valbuena 5o,299.0,4.4,,,512
732,VS,56.5,4.4,,,506
733,Pago de Santa Cruz,54.9,4.4,,,499
734,Vatan Tinta de Toro,55.31,4.4,,,498
735,Dominio del Pidio,53.91,4.4,,,495
736,Rioja Gran Reserva,35.1,4.4,,,485
737,Victorino,38.5,4.4,,,481
738,Rioja Gran Reserva,49.97,4.4,,,471
739,Reserva,32.9,4.4,,,450
740,Tinto,34.0,4.4,,,443
741,Pagos Viejos,90.5,4.4,,,442
742,An,38.3,4.4,,,436
743,Ribera del Duero Prestigio,41.32,4.4,,,421
744,Numanthia,98.0,4.4,,,414
745,As Sortes Val do Bibei Godello,55.71,4.4,,,412
746,Suprema 30 Meses,35.2,4.4,,,406
747,La Cueva del Contador Rioja,73.6,4.4,,,389
748,Interpretacion,41.0,4.4,,,389
749,Garnacha,31.5,4.4,,,376
750,Ribera del Duero TSM,56.75,4.4,,,367
751,Whisba Tempranillo Aged 18 Months in Whisky Barrels,20.9,4.4,5.0,3.0,363
752,A Mano Rioja,30.73,4.4,4.0,3.0,360
753,Finca Los Hoyales Ribera del Duero,49.9,4.4,5.0,3.0,351
754,200 Monges Rioja Gran Reserva,52.0,4.4,4.0,3.0,349
755,La Cueva del Contador Rioja,90.0,4.4,4.0,3.0,343
756,La Hormiga de Antidoto,26.63,4.4,5.0,3.0,336
757,Le Domaine Blanco de Guarda,32.58,4.4,,,334
758,As Sortes Val do Bibei Godello,46.5,4.4,,,333
759,Edicion Limitada,32.5811870756681,4.4,5.0,3.0,328
760,Tinto,29.95,4.4,4.0,3.0,319
761,Lealtanza Coleccion de Artistas Espanoles Sorolla,34.9,4.4,4.0,3.0,316
762,Granja Gran Reserva Rioja,43.9,4.4,4.0,3.0,313
763,Priorat,65.0,4.4,4.0,3.0,309
764,Don PX Pedro Ximenez,35.9,4.4,5.0,1.0,306
765,Perez Pascuas Gran Reserva Seleccion,210.5,4.4,5.0,3.0,305
766,Cava Kripta Gran Reserva Brut Nature,55.95,4.4,2.0,3.0,298
767,Miserere,92.8716274104906,4.4,4.0,3.0,296
768,Clos Martinet,65.4,4.4,4.0,3.0,296
769,V2 Tinto,45.890156,4.4,4.0,3.0,293
770,Grans Muralles,304.0,4.4,4.0,3.0,292
771,Cerrado del Castillo Rioja,47.5,4.4,4.0,3.0,269
772,A Mano Rioja,29.9,4.4,4.0,3.0,269
773,Rioja Gran Reserva,40.45,4.4,4.0,3.0,267
774,El Puntido Gran Reserva,49.65,4.4,4.0,3.0,267
775,Pagos Viejos,57.11,4.4,4.0,2.0,262
776,Ribera del Duero,141.0,4.4,5.0,3.0,259
777,Trasnocho,133.75,4.4,4.0,3.0,258
778,La Cueva del Contador Rioja,67.9,4.4,4.0,3.0,252
779,Clos Martinet,75.92,4.4,4.0,3.0,249
780,Cava Kripta Gran Reserva Brut Nature,47.52,4.4,2.0,3.0,245
781,Triga,29.9,4.4,4.0,3.0,243
782,Cuvee Old Vines Unfiltered,19.99,4.4,4.0,3.0,241
783,Gran Reserva,59.25,4.4,4.0,3.0,239
784,Fondillon,73.9,4.4,4.0,3.0,236
785,1730 Pedro Ximenez,39.35,4.4,4.0,3.0,234
786,Cirerets,40.3,4.4,4.0,3.0,233
787,Dominio del Pidio,42.75,4.4,5.0,3.0,225
788,Vina del Olivo,149.5,4.4,4.0,3.0,224
789,La Cueva del Contador Rioja,76.5,4.4,4.0,3.0,222
790,Clos Martinet,113.2,4.4,4.0,3.0,220
791,Vinas Viejas Verdejo,26.9,4.4,3.0,3.0,219
792,Valbuena 5o,249.8,4.4,5.0,3.0,218
793,Reserva,29.95,4.4,5.0,3.0,217
794,Tadeo Tinto,33.0,4.4,4.0,3.0,215
795,Tierras de Cair Reserva,37.0,4.4,5.0,3.0,208
796,Tinto,37.13,4.4,5.0,3.0,207
797,Gran Reserva Rosado,49.95,4.4,,,206
798,Navarra Coleccion 125 Blanco,50.9,4.4,4.0,3.0,204
799,Cava Celler Batlle,51.95,4.4,2.0,3.0,201
800,Rioja Blanco,49.2,4.4,3.0,3.0,201
801,Casa Cisca Monastrell,35.2,4.4,5.0,3.0,200
802,Lapola,20.74,4.4,,,196
803,Calvario Rioja,87.3,4.4,4.0,3.0,195
804,Granja Gran Reserva Rioja,45.95,4.4,4.0,3.0,194
805,Pago Negralada,64.99,4.4,4.0,2.0,189
806,Doix,350.03,4.4,4.0,3.0,187
807,Seleccio Especial Vinyes Velles,69.9,4.4,4.0,3.0,185
808,Idus,36.95,4.4,4.0,3.0,180
809,Clos Martinet,154.37,4.4,4.0,3.0,177
810,Clos Abella Seleccion Especial,43.85,4.4,4.0,3.0,173
811,Pie Franco,77.98,4.4,5.0,3.0,172
812,Amancio,91.43,4.4,4.0,3.0,172
813,Malleolus de Sanchomartin,195.0,4.4,5.0,3.0,172
814,Tinto,125.84,4.4,4.0,3.0,169
815,Culmen Reserva Rioja,69.0,4.4,4.0,3.0,168
816,Singular V Malcorta Verdejo,17.49,4.4,3.0,3.0,168
817,Serral del Vell Brut Nature,44.41,4.4,2.0,3.0,166
818,Tinto,149.0,4.4,4.0,3.0,165
819,Pago Negralada,73.6,4.4,4.0,2.0,165
820,Trasnocho,82.75,4.4,4.0,3.0,164
821,Doix,78.38,4.4,4.0,3.0,164
822,Seleccion Finca el Grajo Viejo,59.95,4.4,5.0,3.0,162
823,Finca el Bosque,80.95,4.4,4.0,3.0,162
824,La Poza de Ballesteros,95.9,4.4,4.0,2.0,161
825,Millenium Reserva,75.0,4.4,5.0,3.0,160
826,30 Years VORS Pedro Ximenez Sherry,58.95,4.4,4.0,3.0,159
827,Gaudium,125.0,4.4,4.0,3.0,159
828,Vina del Olivo,64.0,4.4,4.0,3.0,159
829,Finca el Bosque,78.9,4.4,4.0,3.0,158
830,Malpuesto,35.5,4.4,4.0,3.0,158
831,Valdegines,42.35,4.4,4.0,2.0,155
832,Chafandin,28.95,4.4,5.0,3.0,155
833,Vina El Pison,495.0,4.4,4.0,2.0,154
834,Pago Negralada,63.95,4.4,4.0,2.0,152
835,La Vina de Andres Romeo Rioja,99.0,4.4,4.0,3.0,151
836,Pesus Ribera del Duero,379.0,4.4,5.0,3.0,150
837,Reserva,56.95,4.4,5.0,3.0,149
838,Regina Vides Ribera del Duero,65.34,4.4,5.0,3.0,148
839,Delicado Cosecha Pedro Ximenez,22.35,4.4,5.0,1.0,147
840,Atlantico,18.99,4.4,,,146
841,Quincha Corral,79.95,4.4,4.0,3.0,145
842,Els Escurcons,78.49,4.4,4.0,3.0,143
843,Rioja Reserva,49.9,4.4,4.0,3.0,142
844,Idus,35.5,4.4,4.0,3.0,141
845,Vinos Singulares Tempranillo Blanco Reserva,34.9,4.4,3.0,3.0,141
846,Christina Ribera del Duero,50.76,4.4,5.0,3.0,142
847,Desti,29.95,4.4,4.0,3.0,136
848,Gran Reserva Classica Tinto,36.75,4.4,4.0,3.0,135
849,Godello Blanco,37.6,4.4,,,134
850,Aquilon Garnacha,100.0,4.4,5.0,3.0,134
851,Palo Cortado 1/10,25.0,4.4,4.0,3.0,134
852,Fourth Edition,40.0,4.4,4.0,2.0,131
853,Rioja Blanco,52.0,4.4,3.0,3.0,130
854,Seleccion de Anada Albarino Rias Baixas,34.25,4.4,3.0,3.0,130
855,Albarino de Fefinanes III Ano,35.4,4.4,3.0,3.0,128
856,Reserva Ribera del Duero,32.15,4.4,5.0,3.0,128
857,Perpetual,62.75,4.4,4.0,3.0,127
858,Cava Celler Batlle,58.3,4.4,2.0,3.0,126
859,Seleccio Especial Vinyes Velles,58.9,4.4,4.0,3.0,123
860,El Cel,59.0,4.4,4.0,3.0,123
861,Montes Obarenes Seleccion Terroir,42.95,4.4,3.0,3.0,122
862,Porrera Vi de Vila,43.95,4.4,4.0,3.0,122
863,Gran Ribera del Duero,41.9188925,4.4,5.0,3.0,122
864,Heretge Priorat,91.03,4.4,4.0,3.0,120
865,Vinas Viejas,25.1,4.4,5.0,3.0,119
866,La Poza de Ballesteros,104.0,4.4,4.0,2.0,119
867,El Carretil,295.3,4.4,4.0,2.0,117
868,Sibarita Oloroso Jerez-Xeres-Sherry 30 Years V.O.R.S,79.9,4.4,4.0,3.0,117
869,Pago de Santa Cruz Gran Reserva Ribera del Duero,71.95,4.4,5.0,3.0,116
870,17,57.9,4.4,4.0,2.0,115
871,Pesus Ribera del Duero,465.0,4.4,5.0,3.0,114
872,Doix,116.0,4.4,4.0,3.0,114
873,Les Tosses,158.88,4.4,4.0,3.0,113
874,Cami Pesseroles,165.85,4.4,4.0,3.0,112
875,La Poza de Ballesteros,101.01,4.4,4.0,2.0,112
876,Clos del Portal Tros de Clos,56.95,4.4,4.0,3.0,109
877,Pago de Santa Cruz,48.69,4.4,5.0,3.0,109
878,La Basseta,56.0,4.4,4.0,3.0,108
879,Classic,217.2,4.4,4.0,3.0,106
880,Nit de Nin Mas d'en Cacador,89.9,4.4,4.0,3.0,106
881,Minami,48.9,4.4,5.0,3.0,106
882,Rioja Gran Reserva 904,145.0,4.4,4.0,3.0,106
883,Vi de Vila Gratallops,54.5,4.4,4.0,3.0,105
884,Acediano,42.0,4.4,5.0,3.0,104
885,Cava Celler Batlle,59.75,4.4,2.0,3.0,102
886,Classic,49.95,4.4,4.0,3.0,102
887,Veguin de Murua Gran Reserva,36.0,4.4,4.0,3.0,101
888,O Luar do Sil Valdeorras Godello Sobre Lias,16.39,4.4,,,101
889,Doix,95.0,4.4,4.0,3.0,100
890,Teixar,51.05,4.4,4.0,3.0,99
891,Tinto,52.9,4.4,5.0,3.0,99
892,Anada Pedro Ximenez,17.5,4.4,5.0,1.0,99
893,Le Domaine Blanco de Guarda,33.8,4.4,,,99
894,Vina El Pison,419.85,4.4,4.0,2.0,98
895,Clos del Portal Somni,33.03,4.4,4.0,3.0,98
896,Les Manyes,189.0,4.4,4.0,3.0,98
897,Emporda Aires de Garbet,39.22,4.4,4.0,3.0,98
898,Montes de Toledo Syrah,19.5,4.4,4.0,3.0,97
899,Torremilanos Coleccion Ribera del Duero,44.0,4.4,5.0,3.0,97
900,Regina Vides Ribera del Duero,101.1,4.4,5.0,3.0,96
901,Maceracion Con Pieles,36.95,4.4,3.0,3.0,95
902,Don PX Pedro Ximenez,225.0,4.4,5.0,1.0,95
903,Baron de Chirel Rioja Reserva,77.0,4.4,4.0,3.0,95
904,Pie Franco,69.0,4.4,5.0,3.0,95
905,La Cueva del Contador Rioja,90.0,4.4,4.0,3.0,94
906,Clos Monlleo,50.0,4.4,4.0,3.0,94
907,Calvario Rioja,125.97,4.4,4.0,3.0,92
908,B.Rodriguez La-Cave Quo Vadis?,87.9,4.4,4.0,3.0,89
909,La Solana Alta,63.46,4.4,,,90
910,Blecua Somontano,69.0,4.4,4.0,3.0,88
911,El Cel,64.0,4.4,4.0,3.0,88
912,Rioja Reserva 10 Anos Despues Edicion Limitada,57.9,4.4,4.0,3.0,88
913,El Carretil,143.51,4.4,4.0,2.0,86
914,Perinet + Plus,54.05,4.4,4.0,3.0,85
915,Tinto,102.0,4.4,4.0,3.0,85
916,Priorat,95.0,4.4,4.0,3.0,85
917,Vina de Martin Escolma Ribeiro,37.65,4.4,,,85
918,Vina El Pison,340.0,4.4,4.0,2.0,85
919,Reserva,28.9,4.4,5.0,3.0,83
